status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang
1.23519E+18,6509832,2020-03-04T12:58:52Z,CNNnews18,"#NewsAlert - With alertness and safeguards, we all can help contain the outbreak of COVID-19 Novel #Coronavirus. In a precautionary measure, the Rashtrapati Bhavan will not hold the traditional Holi gatherings: President Ram Nath Kovind

#CoronavirusOutbreak https://t.co/suedHmBph6",Twitter Web App,,,,FALSE,FALSE,178,1,,,,4350787,440,,2007-06-01T20:31:01Z,TRUE,en
1.23519E+18,511671535,2020-03-04T12:58:56Z,kurosh_3,"Ø®Ø·Ø± #ÙƒØ±ÙˆÙ†Ø§ ÙˆÛŒØ±ÙˆØ³ Ø¨Ø³ÛŒØ§Ø± Ø¬Ø¯ÛŒ Ø§Ø³Øª
Ø§ÛŒÙ† ÙˆÛŒØ¯ÛŒÙˆÛŒ 3 Ø±ÙˆØ² Ù¾ÛŒØ´""Ù¾Ø²Ø´Ú© Ø³Ø§Ø²Ù…Ø§Ù† Ù†Ø¸Ø§Ù… Ù¾Ø²Ø´Ú©ÛŒ Ú©Ø§Ø´Ø§Ù†"" Ø§Ø³Øª. ÙˆØ§Ø³Ù‡ Ù‡Ù…ÛŒÙ† Ø³Ø®Ù†Ø§Ù†ØŒ Â«Ø³Ø§Ø²Ù…Ø§Ù† Ø§Ø·Ù„Ø§Ø¹Ø§Øª Ø³Ù¾Ø§Û•Â» Ø§Ùˆ Ø±Ø§ ØªØ­Øª ÙØ´Ø§Ø± Ùˆ ØªÚ¾Ø¯ÛŒØ¯ Ù‚Ø±Ø§Ø± Ø¯Ø§Ø¯Ù‡

#Covid_19 #ÙˆÙŠØ±ÙˆØ³_ÙƒØ±ÙˆÙ†Ø§ 
#CoronavirusOutbreak #Coronavirus https://t.co/H3oFSo4qnZ",Twitter Web App,1.23518E+18,511671535,kurosh_3,FALSE,FALSE,39779,3,,,,1681,1156,,2012-03-02T09:44:29Z,FALSE,fa
1.23519E+18,2360051678,2020-03-04T12:58:59Z,LuluMcTavish,WASHðŸ‘YOURðŸ‘HANDSðŸ‘PLEASE. #CoronaAlert #COVID19 #CoronavirusOutbreak https://t.co/jKdhz4TNVC,Twitter for iPad,,,,TRUE,FALSE,21718,0,,,,364,1979,,2014-02-24T21:29:39Z,FALSE,en
1.23519E+18,1.23473E+18,2020-03-04T12:59:00Z,pheepop1,#BREAKING: Italy closing all schools and universities across the country due to coronavirus - ANSA #CoronaAlert #CoronaOutbreak #CoronavirusOutbreak,Twitter for iPhone,,,,FALSE,FALSE,725,0,,,,294,56,,2020-03-03T06:40:46Z,FALSE,en
1.23519E+18,188897569,2020-03-04T12:59:00Z,BrennaWISHTV,"Alright. Now we can panic. #BabyYoda vs #CoronavirusOutbreak 
https://t.co/tHuyJ7WCVo",Twitter Web App,,,,FALSE,FALSE,889,1,,,,1423,503,,2010-09-09T21:24:13Z,TRUE,en
1.23519E+18,8.28097E+17,2020-03-04T12:59:14Z,obphilosophy,"I was not knowing a product of death will be made in China ðŸ˜‚

#CoronavirusOutbreak",Twitter for iPhone,,,,FALSE,FALSE,20148,0,,,,232,0,,2017-02-05T04:24:25Z,FALSE,en
1.23519E+18,21625624,2020-03-04T12:59:16Z,martalaura,"Should Miami Mayors cancel Ultra music festival which attracts over 70000 people?
#cancelultra
#ultramusicfestival
#coronavirusmiami
#CoronavirusOutbreak 
@FrancisSuarez 
@MayorGimenez",Twitter for Android,,,,FALSE,FALSE,773,0,US,"Miami, FL",city,1464,1430,,2009-02-23T02:59:25Z,FALSE,en
1.23519E+18,1.19867E+18,2020-03-04T12:59:30Z,MemersBae,"#IslamicVirus is more dangerous than #coronavirus. One can get cured from Corona but not from Islamic Virus. Islamic Virus will kill all the stupid Hindus.

#CoronavirusReachesDelhi 
#CoronaAlert 
#coronavirusindia 
#CoronaOutbreak 
#coronavirusinindia 
#CoronavirusOutbreak",Twitter for Android,,,,FALSE,FALSE,94,0,,,,1,29,,2019-11-24T18:46:56Z,FALSE,en
1.23519E+18,19862216,2020-03-04T12:59:34Z,millymoo97,"@JimmyFer1077650 Wonder no longer, that'll be a big, fat zero. Only us peasanty types will suffer from the lack of Tory govt planning or anything vaguely approaching concern ðŸ˜¬ #CoronavirusOutbreak",Twitter Web App,1.23492E+18,1.14941E+18,JimmyFer1077650,FALSE,FALSE,13209,0,,,,1174,2247,,2009-02-01T15:25:00Z,FALSE,en
1.23519E+18,1.23493E+18,2020-03-04T12:59:34Z,Coronavirusfr06,ðŸ‡®ðŸ‡¹ðŸš¨L'italie ferme toutes ses Ã©coles et universitÃ©s en raison du #COVID19fr #CoronavirusOutbreak https://t.co/5vdGPYBNi4,Twitter Web App,,,,FALSE,FALSE,366,1,,,,61,56,,2020-03-03T20:08:39Z,FALSE,fr
1.23519E+18,4863076074,2020-03-04T12:59:36Z,pravinkaran2,#AhamBrahmasmi #cryptocurrency #SandeepAurPinkyFaraar #CoronavirusOutbreak #Holi #coronavirusinindia #WomenofShaheenBagh #HarshMander #Cabinet #Bitcoin #Malik #NRIs #WednesdayWisdom #Ajith #SAvAUS #WeNeedMASTERUPDATE #AllRounder https://t.co/GJtKkCavEN,Twitter Web App,,,,FALSE,FALSE,682,0,,,,139,1516,,2016-02-05T07:14:40Z,FALSE,und
1.23519E+18,9.37963E+17,2020-03-04T12:59:39Z,dev_discourse,"#Coronavirus restrictions reduce emissions in China but will it last? 

#CoronaOutbreak #CoronavirusOutbreak #CoronaAlert 
https://t.co/vEhoj9AQm1",Twitter Web App,,,,FALSE,FALSE,916,1,,,,80225,683,,2017-12-05T08:31:31Z,FALSE,en
1.23519E+18,1.15986E+18,2020-03-04T12:59:40Z,SpriggsAlexis15,"#CoronaAlert #CoronavirusOutbreak 
#WritingCommunity #Writer #writerslife
Ugh! I think we're all sick! OH NOES! IS IT THE CORONAVIRUS?! ðŸ˜±ðŸ¤£ðŸ˜±ðŸ¤£ðŸ˜±
I guess packing and moving will have to wait until tomorrow.
Today, I'll read, write and study for my GCSE's in Maths. Wish me luck! https://t.co/ebQ2XS1YZg",Twitter for Android,,,,FALSE,FALSE,9933,0,,,,2190,2625,,2019-08-09T16:27:08Z,FALSE,en
1.23519E+18,920488039,2020-03-04T12:59:42Z,MIB_India,".@PMOIndia today reviews #coronavirus response &amp; preparedness. 

Meeting reaffirmed a proactive approach ; with specific areas of responsibility for various public authorities at Centre, States &amp; local levels: https://t.co/JgxdYPwKIl

#CoronavirusOutbreak  #CoronaAlert  #COVID19 https://t.co/Rfj6iYF6rZ",Twitter Web App,,,,FALSE,FALSE,260,9,,,,1106423,73,,2012-11-02T06:26:58Z,TRUE,en
1.23519E+18,3635910557,2020-03-04T12:59:42Z,mamaluce44,@NBCNews We all know there are way more just not testing people. Not enough test kits and only testing if you were outside the country is stupid. #CoronavirusOutbreak #Covid_19,Twitter for Android,1.23494E+18,14173315,NBCNews,FALSE,FALSE,77537,0,,,,176,478,,2015-09-12T22:56:58Z,FALSE,en
1.23519E+18,1.21864E+18,2020-03-04T12:59:54Z,YellaMiniCooper,#BreakingNews #CoronaOutbreak #CoronavirusOutbreak #italy #school is out! #WuhanCoronavius #covid19 #Europe https://t.co/AgIkNc3ddj,Twitter for Android,,,,TRUE,FALSE,1293,0,,,,188,488,,2020-01-18T21:04:17Z,FALSE,en
1.23519E+18,9.81669E+17,2020-03-04T12:59:56Z,BillPegs,@GordonGChang @steph93065 Agree 100%. Let's place blame squarely where it belongs...on Communist China ðŸ‡¨ðŸ‡³ #COVID19China #CoronavirusOutbreak,Twitter for iPad,1.23518E+18,151930383,GordonGChang,FALSE,FALSE,12291,0,,,,1238,1699,,2018-04-04T23:05:49Z,FALSE,en
1.23519E+18,8.97845E+17,2020-03-04T13:00:00Z,BusInsiderSSA,"#CoronavirusOutbreak: IMF, World Bank cancel upcoming meeting in Washington DC. Here's the new format participants must follow 
https://t.co/aUZDvDCaVl",TweetDeck,,,,FALSE,FALSE,538,0,,,,3041,291,,2017-08-16T15:36:44Z,FALSE,en
1.23519E+18,1.03337E+18,2020-03-04T13:00:01Z,thesiasattv,"Coronavirus update: Number of cases jumps to 28 in #India

#coronavirusindia #CoronavirusWho #coronarvirus #CoronavirusOutbreak #HealthEmergency #coronaviruschina #China #Hubei #CoronaVirusUpdate #CoronaOutbreak https://t.co/2Neku7wV3C",TweetDeck,,,,FALSE,FALSE,1,0,,,,1571,23,,2018-08-25T15:12:14Z,FALSE,en
1.23519E+18,1115874631,2020-03-04T13:00:01Z,CGTNOfficial,Warm-hearted deliveryman helps medical staff in Wuhan https://t.co/t8F14SGdwg #CoronavirusOutbreak https://t.co/ii9Xfe3d0q,Twitter Media Studio,,,,FALSE,FALSE,64,7,,,,14050180,55,,2013-01-24T03:18:59Z,TRUE,en
1.23519E+18,1.20301E+18,2020-03-04T13:00:05Z,BPTNews1,"The head of the Iranian Civil Defence Organization, Brigadier General Gholam Reza Jalali, said the virus is a biological attack on China and Iran. #CoronaVirus #Covid19 #CoronavirusOutbreak #covid_19",Twitter Web App,,,,FALSE,FALSE,104,1,,,,375,511,,2019-12-06T17:40:46Z,FALSE,en
1.23519E+18,19256096,2020-03-04T13:00:10Z,F1000Prime,"To assist the continued efforts to bring the #COVID2019 epidemic to an end, here @f1000prime we have made all recommendations on COVID-19 and the #coronavirus free to access ðŸ‘‰ https://t.co/Epa4n3iWEq  #COVID19 #COVID #CoronavirusOutbreak https://t.co/dGtiOHpYID",Buffer,,,,FALSE,FALSE,1287,1,,,,23853,1639,,2009-01-20T20:41:47Z,TRUE,en
1.23519E+18,199410311,2020-03-04T13:00:14Z,Reed_Deko,"Coronavirus: IATA @IATA postpones world air cargo symposium to 2021 | Aviation https://t.co/HkLPKElsJx

#IATAWCS #aircargo #iata #Cargo #airfreight #freight #aviation #aviationdaily #coronavirus #CoronaVirusUpdate #CoronavirusOutbreak  from @ITLNLive",Buffer,,,,FALSE,FALSE,30,0,,,,1395,1039,,2010-10-06T20:03:53Z,FALSE,en
1.23519E+18,1529527508,2020-03-04T13:00:17Z,vader_ford,"No comment.
#Iran #coronavirus #COVIDãƒ¼19 #CoronaVirusOutbreak #COVID2019 #coronavid19 #covid_19 #CoronaAlert https://t.co/SKmqctC5y8",Twitter for iPad,,,,FALSE,FALSE,2182,2,,,,177,281,,2013-06-19T03:00:51Z,FALSE,fr
1.23519E+18,255873659,2020-03-04T13:00:18Z,ShubhajitRoy,"For all those writing &amp; reporting on #CoronavirusOutbreak  @laurahelmuth -- health &amp; science editor at @washingtonpost  gives important tips. 

https://t.co/uFFi9ZKH4Q",Twitter Web App,,,,FALSE,FALSE,1797,6,,,,7263,2649,,2011-02-22T06:09:01Z,TRUE,en
1.23519E+18,139283160,2020-03-04T13:00:20Z,kr3at,"Japan reports 4 new cases bringing total confirmed cases there to 308 and 6 total deaths, with 15 new cases reported today.

#CoronaVirus #Covid19 #CoronaVirusOutbreak https://t.co/166CN70sHe",Alexander Higgins,,,,FALSE,FALSE,9223,2,,,,16593,7149,,2010-05-02T03:52:20Z,FALSE,en
1.23519E+18,139283160,2020-03-04T13:00:31Z,kr3at,"#CoronaVirus Outside of China - 13,962 cases and 239 deaths.

To date a total of 3,220 deaths and 94,244 total #covid19 cases have been confirmed worldwide.

#CoronaVirusOutbreak https://t.co/hFZvLgW2OC",Alexander Higgins,,,,FALSE,FALSE,9223,1,,,,16593,7149,,2010-05-02T03:52:20Z,FALSE,en
1.23519E+18,1.21432E+18,2020-03-04T13:00:34Z,Conflits_FR,"ðŸ‡®ðŸ‡¹ ALERTE INFO - L'#Italie ferme toutes ses Ã©coles et universitÃ©s, considÃ©rant la situation actuelle du #COVID19. (ANSA) #coronavirus #CoronavirusOutbreak",Twitter Web App,,,,FALSE,FALSE,3225,1896,,,,140186,34,,2020-01-06T22:40:00Z,FALSE,fr
1.23519E+18,242241907,2020-03-04T13:00:42Z,NHSGGC,Here is the latest public information on coronavirus (COVID-19). Please watch and share this video. Learn more âž¡ï¸ https://t.co/Q0zyH6E5sn Follow @NHS24 for the latest health advice #coronavirus #covid19 #covid2019 #coronaoutbreak #coronavirusoutbreak #coronavirusuk #nhsggc https://t.co/TXlqp6KL16,Sprout Social,,,,FALSE,FALSE,3235,13,,,,16676,865,,2011-01-24T09:04:46Z,TRUE,en
1.23519E+18,3049824545,2020-03-04T13:00:43Z,kinshasaweb,ðŸ”´ðŸ¦  #CoronavirusUpdates #CoronaVirus #WuhanCoronovirus #Chine #Wuhan #WuhanVirus #CoronavirusOutbreak #FightVirus #COVID19   #Africa   #æ–°åž‹è‚ºç‚Ž #coronavirusoutbreak #France #COVID2019 #CoronavirusFrance https://t.co/tC0CgkAk4s,Twitter Web App,,,,TRUE,FALSE,174799,0,,,,19853,1010,,2015-02-21T14:15:23Z,FALSE,und
1.23519E+18,7.91322E+17,2020-03-04T13:00:50Z,inu_youka,"Spread the word guys!!! 

#coronavirusindia #CoronavirusOutbreak #coronavirus  #coronavirusinindia https://t.co/SWHaLUCZoJ",Twitter for Android,,,,FALSE,FALSE,7119,1,IN,"Mohali, India",city,160,2076,,2016-10-26T16:55:50Z,FALSE,en
1.23519E+18,34533138,2020-03-04T13:00:58Z,sheltgarner,Cognitive dissonance about #MAGA #KAG &amp; #coronavirus #covid19 #pandemic #CoronaOutbreak #CoronavirusOutbreak https://t.co/SvsbXJ4czI,Twitter for Android,,,,FALSE,FALSE,3487,0,US,"Virginia, USA",admin,3843,3673,,2009-04-23T04:34:59Z,FALSE,en
1.23519E+18,3049824545,2020-03-04T13:01:10Z,kinshasaweb,ðŸ”´ðŸ¦  #CoronavirusUpdates #CoronaVirus #WuhanCoronovirus #Chine #Wuhan #WuhanVirus #CoronavirusOutbreak #FightVirus #COVID19   #Africa   #æ–°åž‹è‚ºç‚Ž #coronavirusoutbreak #France #COVID2019 #CoronavirusFrance https://t.co/e2Go7TriFb,Twitter Web App,,,,TRUE,FALSE,174799,0,,,,19853,1010,,2015-02-21T14:15:23Z,FALSE,und
1.23519E+18,9.29832E+17,2020-03-04T13:01:11Z,MaKuoHua,"@Charlotte3003G Those Bastard don't want his #Coronavirus yet those Bastards hit him without wearing Protective Gears ,  Cowardice Fled to Spread   #HateVirusOutBreak in U.K. While Politicians have no Solid Strategy to Workout against #CoronaVirusOutBreak nor against #HateVirusOutBreak .",Twitter for Android,1.2349E+18,386090305,Charlotte3003G,FALSE,FALSE,10988,0,,,,3074,3939,,2017-11-12T22:05:08Z,FALSE,en
